eid,season,week,Home,Away,HomeScore,AwayScore,Day,Time
2013090500,2013.0,1.0,DEN,BAL,49,27,Thu,8:30
2013090800,2013.0,1.0,BUF,NE,21,23,Sun,1:00
2013090801,2013.0,1.0,CAR,SEA,7,12,Sun,1:00
2013090802,2013.0,1.0,CHI,CIN,24,21,Sun,1:00
2013090803,2013.0,1.0,CLE,MIA,10,23,Sun,1:00
2013090804,2013.0,1.0,DET,MIN,34,24,Sun,1:00
2013090805,2013.0,1.0,IND,OAK,21,17,Sun,1:00
2013090806,2013.0,1.0,JAC,KC,2,28,Sun,1:00
2013090807,2013.0,1.0,NYJ,TB,18,17,Sun,1:00
2013090808,2013.0,1.0,NO,ATL,23,17,Sun,1:00
2013090809,2013.0,1.0,PIT,TEN,9,16,Sun,1:00
2013090810,2013.0,1.0,STL,ARI,27,24,Sun,4:25
2013090811,2013.0,1.0,SF,GB,34,28,Sun,4:25
2013090812,2013.0,1.0,DAL,NYG,36,31,Sun,8:30
2013090900,2013.0,1.0,WAS,PHI,27,33,Mon,7:10
2013090901,2013.0,1.0,SD,HOU,28,31,Mon,10:20
2013091200,2013.0,2.0,NE,NYJ,13,10,Thu,8:25
2013091500,2013.0,2.0,ATL,STL,31,24,Sun,1:00
2013091501,2013.0,2.0,BAL,CLE,14,6,Sun,1:00
2013091502,2013.0,2.0,BUF,CAR,24,23,Sun,1:00
2013091503,2013.0,2.0,CHI,MIN,31,30,Sun,1:00
2013091504,2013.0,2.0,GB,WAS,38,20,Sun,1:00
2013091505,2013.0,2.0,HOU,TEN,30,24,Sun,1:00
2013091506,2013.0,2.0,IND,MIA,20,24,Sun,1:00
2013091507,2013.0,2.0,KC,DAL,17,16,Sun,1:00
2013091508,2013.0,2.0,PHI,SD,30,33,Sun,1:00
2013091509,2013.0,2.0,ARI,DET,25,21,Sun,4:05
2013091510,2013.0,2.0,TB,NO,14,16,Sun,4:05
2013091511,2013.0,2.0,NYG,DEN,23,41,Sun,4:25
2013091512,2013.0,2.0,OAK,JAC,19,9,Sun,4:25
2013091513,2013.0,2.0,SEA,SF,29,3,Sun,8:30
2013091600,2013.0,2.0,CIN,PIT,20,10,Mon,8:40
2013091900,2013.0,3.0,PHI,KC,16,26,Thu,8:25
2013092200,2013.0,3.0,BAL,HOU,30,9,Sun,1:00
2013092201,2013.0,3.0,CIN,GB,34,30,Sun,1:00
2013092202,2013.0,3.0,DAL,STL,31,7,Sun,1:00
2013092204,2013.0,3.0,MIN,CLE,27,31,Sun,1:00
2013092206,2013.0,3.0,NE,TB,23,3,Sun,1:00
2013092207,2013.0,3.0,NO,ARI,31,7,Sun,1:00
2013092208,2013.0,3.0,TEN,SD,20,17,Sun,1:00
2013092209,2013.0,3.0,WAS,DET,20,27,Sun,1:00
2013092210,2013.0,3.0,CAR,NYG,38,0,Sun,1:00
2013092203,2013.0,3.0,MIA,ATL,27,23,Sun,4:05
2013092205,2013.0,3.0,NYJ,BUF,27,20,Sun,4:25
2013092211,2013.0,3.0,SF,IND,7,27,Sun,4:25
2013092212,2013.0,3.0,SEA,JAC,45,17,Sun,4:25
2013092213,2013.0,3.0,PIT,CHI,23,40,Sun,8:30
2013092300,2013.0,3.0,DEN,OAK,37,21,Mon,8:40
2013092600,2013.0,4.0,STL,SF,11,35,Thu,8:25
2013092900,2013.0,4.0,BUF,BAL,23,20,Sun,1:00
2013092901,2013.0,4.0,CLE,CIN,17,6,Sun,1:00
2013092902,2013.0,4.0,DET,CHI,40,32,Sun,1:00
2013092903,2013.0,4.0,HOU,SEA,20,23,Sun,1:00
2013092904,2013.0,4.0,JAC,IND,3,37,Sun,1:00
2013092905,2013.0,4.0,KC,NYG,31,7,Sun,1:00
2013092906,2013.0,4.0,MIN,PIT,34,27,Sun,1:00
2013092907,2013.0,4.0,TB,ARI,10,13,Sun,1:00
2013092908,2013.0,4.0,TEN,NYJ,38,13,Sun,4:05
2013092909,2013.0,4.0,DEN,PHI,52,20,Sun,4:25
2013092910,2013.0,4.0,OAK,WAS,14,24,Sun,4:25
2013092911,2013.0,4.0,SD,DAL,30,21,Sun,4:25
2013092912,2013.0,4.0,ATL,NE,23,30,Sun,8:30
2013093000,2013.0,4.0,NO,MIA,38,17,Mon,8:40
2013100300,2013.0,5.0,CLE,BUF,37,24,Thu,8:25
2013100601,2013.0,5.0,CIN,NE,13,6,Sun,1:00
2013100602,2013.0,5.0,GB,DET,22,9,Sun,1:00
2013100603,2013.0,5.0,IND,SEA,34,28,Sun,1:00
2013100604,2013.0,5.0,MIA,BAL,23,26,Sun,1:00
2013100600,2013.0,5.0,CHI,NO,18,26,Sun,1:00
2013100605,2013.0,5.0,NYG,PHI,21,36,Sun,1:00
2013100606,2013.0,5.0,STL,JAC,34,20,Sun,1:00
2013100607,2013.0,5.0,TEN,KC,17,26,Sun,1:00
2013100608,2013.0,5.0,ARI,CAR,22,6,Sun,4:05
2013100609,2013.0,5.0,DAL,DEN,48,51,Sun,4:25
2013100611,2013.0,5.0,SF,HOU,34,3,Sun,8:30
2013100610,2013.0,5.0,OAK,SD,27,17,Sun,11:35
2013100700,2013.0,5.0,ATL,NYJ,28,30,Mon,8:40
2013101000,2013.0,6.0,CHI,NYG,27,21,Thu,8:25
2013101300,2013.0,6.0,BAL,GB,17,19,Sun,1:00
2013101301,2013.0,6.0,BUF,CIN,24,27,Sun,1:00
2013101302,2013.0,6.0,CLE,DET,17,31,Sun,1:00
2013101303,2013.0,6.0,HOU,STL,13,38,Sun,1:00
2013101305,2013.0,6.0,MIN,CAR,10,35,Sun,1:00
2013101304,2013.0,6.0,KC,OAK,24,7,Sun,1:00
2013101306,2013.0,6.0,NYJ,PIT,6,19,Sun,1:00
2013101307,2013.0,6.0,TB,PHI,20,31,Sun,1:00
2013101308,2013.0,6.0,DEN,JAC,35,19,Sun,4:05
2013101309,2013.0,6.0,SEA,TEN,20,13,Sun,4:05
2013101310,2013.0,6.0,NE,NO,30,27,Sun,4:25
2013101311,2013.0,6.0,SF,ARI,32,20,Sun,4:25
2013101312,2013.0,6.0,DAL,WAS,31,16,Sun,8:30
2013101400,2013.0,6.0,SD,IND,19,9,Mon,8:40
2013101700,2013.0,7.0,ARI,SEA,22,34,Thu,8:25
2013102000,2013.0,7.0,ATL,TB,31,23,Sun,1:00
2013102001,2013.0,7.0,CAR,STL,30,15,Sun,1:00
2013102002,2013.0,7.0,DET,CIN,24,27,Sun,1:00
2013102004,2013.0,7.0,JAC,SD,6,24,Sun,1:00
2013102006,2013.0,7.0,MIA,BUF,21,23,Sun,1:00
2013102007,2013.0,7.0,NYJ,NE,30,27,Sun,1:00
2013102008,2013.0,7.0,PHI,DAL,3,17,Sun,1:00
2013102009,2013.0,7.0,WAS,CHI,45,41,Sun,1:00
2013102010,2013.0,7.0,TEN,SF,17,31,Sun,4:05
2013102003,2013.0,7.0,GB,CLE,31,13,Sun,4:25
2013102005,2013.0,7.0,KC,HOU,17,16,Sun,4:25
2013102011,2013.0,7.0,PIT,BAL,19,16,Sun,4:25
2013102012,2013.0,7.0,IND,DEN,39,33,Sun,8:30
2013102100,2013.0,7.0,NYG,MIN,23,7,Mon,8:40
2013102400,2013.0,8.0,TB,CAR,13,31,Thu,8:25
2013102701,2013.0,8.0,JAC,SF,10,42,Sun,1:00
2013102702,2013.0,8.0,KC,CLE,23,17,Sun,1:00
2013102703,2013.0,8.0,NE,MIA,27,17,Sun,1:00
2013102704,2013.0,8.0,NO,BUF,35,17,Sun,1:00
2013102700,2013.0,8.0,DET,DAL,31,30,Sun,1:00
2013102705,2013.0,8.0,PHI,NYG,7,15,Sun,1:00
2013102706,2013.0,8.0,OAK,PIT,21,18,Sun,4:05
2013102707,2013.0,8.0,CIN,NYJ,49,9,Sun,4:05
2013102708,2013.0,8.0,ARI,ATL,27,13,Sun,4:25
2013102709,2013.0,8.0,DEN,WAS,45,21,Sun,4:25
2013102710,2013.0,8.0,MIN,GB,31,44,Sun,8:30
2013102800,2013.0,8.0,STL,SEA,9,14,Mon,8:40
2013103100,2013.0,9.0,MIA,CIN,22,20,Thu,8:25
2013110301,2013.0,9.0,CAR,ATL,34,10,Sun,1:00
2013110302,2013.0,9.0,DAL,MIN,27,23,Sun,1:00
2013110303,2013.0,9.0,NYJ,NO,26,20,Sun,1:00
2013110304,2013.0,9.0,STL,TEN,21,28,Sun,1:00
2013110300,2013.0,9.0,BUF,KC,13,23,Sun,1:00
2013110305,2013.0,9.0,WAS,SD,30,24,Sun,1:00
2013110306,2013.0,9.0,OAK,PHI,20,49,Sun,4:05
2013110307,2013.0,9.0,SEA,TB,27,24,Sun,4:05
2013110308,2013.0,9.0,CLE,BAL,24,18,Sun,4:25
2013110309,2013.0,9.0,NE,PIT,55,31,Sun,4:25
2013110310,2013.0,9.0,HOU,IND,24,27,Sun,8:30
2013110400,2013.0,9.0,GB,CHI,20,27,Mon,8:40
2013110700,2013.0,10.0,MIN,WAS,34,27,Thu,8:25
2013111003,2013.0,10.0,GB,PHI,13,27,Sun,1:00
2013111000,2013.0,10.0,ATL,SEA,10,33,Sun,1:00
2013111001,2013.0,10.0,BAL,CIN,20,17,Sun,1:00
2013111002,2013.0,10.0,CHI,DET,19,21,Sun,1:00
2013111004,2013.0,10.0,IND,STL,8,38,Sun,1:00
2013111005,2013.0,10.0,NYG,OAK,24,20,Sun,1:00
2013111006,2013.0,10.0,PIT,BUF,23,10,Sun,1:00
2013111007,2013.0,10.0,TEN,JAC,27,29,Sun,1:00
2013111008,2013.0,10.0,SF,CAR,9,10,Sun,4:05
2013111010,2013.0,10.0,SD,DEN,20,28,Sun,4:25
2013111009,2013.0,10.0,ARI,HOU,27,24,Sun,4:25
2013111011,2013.0,10.0,NO,DAL,49,17,Sun,8:30
2013111100,2013.0,10.0,TB,MIA,22,19,Mon,8:40
2013111400,2013.0,11.0,TEN,IND,27,30,Thu,8:25
2013111700,2013.0,11.0,BUF,NYJ,37,14,Sun,1:00
2013111701,2013.0,11.0,CHI,BAL,23,20,Sun,1:00
2013111702,2013.0,11.0,CIN,CLE,41,20,Sun,1:00
2013111703,2013.0,11.0,HOU,OAK,23,28,Sun,1:00
2013111704,2013.0,11.0,JAC,ARI,14,27,Sun,1:00
2013111706,2013.0,11.0,PHI,WAS,24,16,Sun,1:00
2013111707,2013.0,11.0,PIT,DET,37,27,Sun,1:00
2013111708,2013.0,11.0,TB,ATL,41,28,Sun,1:00
2013111705,2013.0,11.0,MIA,SD,20,16,Sun,4:05
2013111710,2013.0,11.0,NO,SF,23,20,Sun,4:25
2013111711,2013.0,11.0,SEA,MIN,41,20,Sun,4:25
2013111712,2013.0,11.0,NYG,GB,27,13,Sun,4:25
2013111709,2013.0,11.0,DEN,KC,27,17,Sun,8:30
2013111800,2013.0,11.0,CAR,NE,24,20,Mon,8:40
2013112100,2013.0,12.0,ATL,NO,13,17,Thu,8:25
2013112402,2013.0,12.0,DET,TB,21,24,Sun,1:00
2013112403,2013.0,12.0,GB,MIN,26,26,Sun,1:00
2013112404,2013.0,12.0,HOU,JAC,6,13,Sun,1:00
2013112405,2013.0,12.0,KC,SD,38,41,Sun,1:00
2013112406,2013.0,12.0,MIA,CAR,16,20,Sun,1:00
2013112401,2013.0,12.0,CLE,PIT,11,27,Sun,1:00
2013112407,2013.0,12.0,STL,CHI,42,21,Sun,1:00
2013112400,2013.0,12.0,BAL,NYJ,19,3,Sun,1:00
2013112408,2013.0,12.0,ARI,IND,40,11,Sun,4:05
2013112409,2013.0,12.0,OAK,TEN,19,23,Sun,4:05
2013112410,2013.0,12.0,NYG,DAL,21,24,Sun,4:25
2013112411,2013.0,12.0,NE,DEN,34,31,Sun,8:30
2013112500,2013.0,12.0,WAS,SF,6,27,Mon,8:40
2013112800,2013.0,13.0,DET,GB,40,10,Thu,12:30
2013112801,2013.0,13.0,DAL,OAK,31,24,Thu,4:30
2013112802,2013.0,13.0,BAL,PIT,22,20,Thu,8:30
2013120102,2013.0,13.0,IND,TEN,22,14,Sun,1:00
2013120101,2013.0,13.0,CLE,JAC,28,32,Sun,1:00
2013120100,2013.0,13.0,CAR,TB,27,6,Sun,1:00
2013120104,2013.0,13.0,MIN,CHI,23,20,Sun,1:00
2013120105,2013.0,13.0,NYJ,MIA,3,23,Sun,1:00
2013120106,2013.0,13.0,PHI,ARI,24,21,Sun,1:00
2013120109,2013.0,13.0,HOU,NE,31,34,Sun,1:00
2013120107,2013.0,13.0,BUF,ATL,31,34,Sun,4:05
2013120108,2013.0,13.0,SF,STL,23,13,Sun,4:05
2013120103,2013.0,13.0,KC,DEN,28,35,Sun,4:25
2013120110,2013.0,13.0,SD,CIN,10,17,Sun,4:25
2013120111,2013.0,13.0,WAS,NYG,17,24,Sun,8:30
2013120200,2013.0,13.0,SEA,NO,34,7,Mon,8:40
2013120500,2013.0,14.0,JAC,HOU,27,20,Thu,8:25
2013120801,2013.0,14.0,CIN,IND,42,28,Sun,1:00
2013120802,2013.0,14.0,NE,CLE,27,26,Sun,1:00
2013120803,2013.0,14.0,NYJ,OAK,37,27,Sun,1:00
2013120805,2013.0,14.0,PHI,DET,34,20,Sun,1:00
2013120806,2013.0,14.0,PIT,MIA,28,34,Sun,1:00
2013120807,2013.0,14.0,TB,BUF,27,6,Sun,1:00
2013120813,2013.0,14.0,GB,ATL,22,21,Sun,1:00
2013120808,2013.0,14.0,WAS,KC,10,45,Sun,1:00
2013120800,2013.0,14.0,BAL,MIN,29,26,Sun,1:00
2013120809,2013.0,14.0,DEN,TEN,51,28,Sun,4:05
2013120810,2013.0,14.0,ARI,STL,30,10,Sun,4:25
2013120811,2013.0,14.0,SD,NYG,37,14,Sun,4:25
2013120812,2013.0,14.0,SF,SEA,19,17,Sun,4:25
2013120804,2013.0,14.0,NO,CAR,31,13,Sun,8:30
2013120900,2013.0,14.0,CHI,DAL,45,28,Mon,8:40
2013121200,2013.0,15.0,DEN,SD,20,27,Thu,8:25
2013121500,2013.0,15.0,ATL,WAS,27,26,Sun,1:00
2013121501,2013.0,15.0,CLE,CHI,31,38,Sun,1:00
2013121502,2013.0,15.0,IND,HOU,25,3,Sun,1:00
2013121503,2013.0,15.0,JAC,BUF,20,27,Sun,1:00
2013121504,2013.0,15.0,MIA,NE,24,20,Sun,1:00
2013121505,2013.0,15.0,MIN,PHI,48,30,Sun,1:00
2013121506,2013.0,15.0,NYG,SEA,0,23,Sun,1:00
2013121508,2013.0,15.0,TB,SF,14,33,Sun,1:00
2013121510,2013.0,15.0,CAR,NYJ,30,20,Sun,4:05
2013121511,2013.0,15.0,OAK,KC,31,56,Sun,4:05
2013121507,2013.0,15.0,STL,NO,27,16,Sun,4:25
2013121509,2013.0,15.0,TEN,ARI,34,37,Sun,4:25
2013121512,2013.0,15.0,DAL,GB,36,37,Sun,4:25
2013121513,2013.0,15.0,PIT,CIN,30,20,Sun,8:30
2013121600,2013.0,15.0,DET,BAL,16,18,Mon,8:40
2013122200,2013.0,16.0,BUF,MIA,19,0,Sun,1:00
2013122201,2013.0,16.0,CAR,NO,17,13,Sun,1:00
2013122202,2013.0,16.0,CIN,MIN,42,14,Sun,1:00
2013122203,2013.0,16.0,HOU,DEN,13,37,Sun,1:00
2013122204,2013.0,16.0,JAC,TEN,16,20,Sun,1:00
2013122205,2013.0,16.0,KC,IND,7,23,Sun,1:00
2013122206,2013.0,16.0,NYJ,CLE,24,13,Sun,1:00
2013122208,2013.0,16.0,STL,TB,23,13,Sun,1:00
2013122209,2013.0,16.0,WAS,DAL,23,24,Sun,1:00
2013122210,2013.0,16.0,DET,NYG,20,23,Sun,4:05
2013122211,2013.0,16.0,SEA,ARI,10,17,Sun,4:05
2013122212,2013.0,16.0,GB,PIT,31,38,Sun,4:25
2013122213,2013.0,16.0,SD,OAK,26,13,Sun,4:25
2013122214,2013.0,16.0,BAL,NE,7,41,Sun,4:25
2013122207,2013.0,16.0,PHI,CHI,54,11,Sun,8:30
2013122300,2013.0,16.0,SF,ATL,34,24,Mon,8:40
2013122900,2013.0,17.0,ATL,CAR,20,21,Sun,1:00
2013122902,2013.0,17.0,CIN,BAL,34,17,Sun,1:00
2013122904,2013.0,17.0,IND,JAC,30,10,Sun,1:00
2013122905,2013.0,17.0,MIA,NYJ,7,20,Sun,1:00
2013122906,2013.0,17.0,MIN,DET,14,13,Sun,1:00
2013122909,2013.0,17.0,NYG,WAS,20,6,Sun,1:00
2013122910,2013.0,17.0,PIT,CLE,20,7,Sun,1:00
2013122911,2013.0,17.0,TEN,HOU,16,10,Sun,1:00
2013122915,2013.0,17.0,SEA,STL,27,9,Sun,4:25
2013122907,2013.0,17.0,NE,BUF,34,20,Sun,4:25
2013122908,2013.0,17.0,NO,TB,42,17,Sun,4:25
2013122912,2013.0,17.0,ARI,SF,20,23,Sun,4:25
2013122913,2013.0,17.0,OAK,DEN,14,34,Sun,4:25
2013122914,2013.0,17.0,SD,KC,27,24,Sun,4:25
2013122901,2013.0,17.0,CHI,GB,28,33,Sun,4:25
2013122903,2013.0,17.0,DAL,PHI,22,24,Sun,8:30
2014010400,2013.0,18.0,IND,KC,45,44,Sat,4:35
2014010401,2013.0,18.0,PHI,NO,24,26,Sat,8:10
2014010500,2013.0,18.0,CIN,SD,10,27,Sun,1:05
2014010501,2013.0,18.0,GB,SF,20,23,Sun,4:40
2014011100,2013.0,19.0,SEA,NO,23,15,Sat,4:35
2014011101,2013.0,19.0,NE,IND,43,22,Sat,8:15
2014011200,2013.0,19.0,CAR,SF,10,23,Sun,1:05
2014011201,2013.0,19.0,DEN,SD,24,17,Sun,4:40
2014011900,2013.0,20.0,DEN,NE,26,16,Sun,3:00
2014011901,2013.0,20.0,SEA,SF,23,17,Sun,6:30
2014020200,2013.0,22.0,DEN,SEA,8,43,Sun,6:30
2014090400,2014.0,1.0,SEA,GB,36,16,Thu,8:30
2014090700,2014.0,1.0,ATL,NO,37,34,Sun,1:00
2014090701,2014.0,1.0,BAL,CIN,16,23,Sun,1:00
2014090702,2014.0,1.0,CHI,BUF,20,23,Sun,1:00
2014090703,2014.0,1.0,HOU,WAS,17,6,Sun,1:00
2014090704,2014.0,1.0,KC,TEN,10,26,Sun,1:00
2014090705,2014.0,1.0,MIA,NE,33,20,Sun,1:00
2014090706,2014.0,1.0,NYJ,OAK,19,14,Sun,1:00
2014090707,2014.0,1.0,PHI,JAC,34,17,Sun,1:00
2014090708,2014.0,1.0,PIT,CLE,30,27,Sun,1:00
2014090709,2014.0,1.0,STL,MIN,6,34,Sun,1:00
2014090710,2014.0,1.0,DAL,SF,17,28,Sun,4:25
2014090711,2014.0,1.0,TB,CAR,14,20,Sun,4:25
2014090712,2014.0,1.0,DEN,IND,31,24,Sun,8:30
2014090800,2014.0,1.0,DET,NYG,35,14,Mon,7:10
2014090801,2014.0,1.0,ARI,SD,18,17,Mon,10:20
2014091100,2014.0,2.0,BAL,PIT,26,6,Thu,8:25
2014091400,2014.0,2.0,BUF,MIA,29,10,Sun,1:00
2014091401,2014.0,2.0,CAR,DET,24,7,Sun,1:00
2014091402,2014.0,2.0,CIN,ATL,24,10,Sun,1:00
2014091403,2014.0,2.0,CLE,NO,26,24,Sun,1:00
2014091404,2014.0,2.0,MIN,NE,7,30,Sun,1:00
2014091405,2014.0,2.0,NYG,ARI,14,25,Sun,1:00
2014091406,2014.0,2.0,TEN,DAL,10,26,Sun,1:00
2014091407,2014.0,2.0,WAS,JAC,41,10,Sun,1:00
2014091408,2014.0,2.0,SD,SEA,30,21,Sun,4:05
2014091409,2014.0,2.0,TB,STL,17,19,Sun,4:05
2014091410,2014.0,2.0,DEN,KC,24,17,Sun,4:25
2014091411,2014.0,2.0,GB,NYJ,31,24,Sun,4:25
2014091412,2014.0,2.0,OAK,HOU,14,30,Sun,4:25
2014091413,2014.0,2.0,SF,CHI,20,28,Sun,8:30
2014091500,2014.0,2.0,IND,PHI,27,30,Mon,8:30
2014091800,2014.0,3.0,ATL,TB,56,14,Thu,8:25
2014092100,2014.0,3.0,BUF,SD,10,22,Sun,1:00
2014092101,2014.0,3.0,CIN,TEN,33,7,Sun,1:00
2014092102,2014.0,3.0,CLE,BAL,21,23,Sun,1:00
2014092103,2014.0,3.0,DET,GB,19,7,Sun,1:00
2014092104,2014.0,3.0,JAC,IND,17,44,Sun,1:00
2014092105,2014.0,3.0,NE,OAK,16,9,Sun,1:00
2014092106,2014.0,3.0,NO,MIN,20,9,Sun,1:00
2014092107,2014.0,3.0,NYG,HOU,30,17,Sun,1:00
2014092108,2014.0,3.0,PHI,WAS,37,34,Sun,1:00
2014092109,2014.0,3.0,STL,DAL,31,34,Sun,1:00
2014092110,2014.0,3.0,ARI,SF,23,14,Sun,4:05
2014092111,2014.0,3.0,MIA,KC,15,34,Sun,4:25
2014092112,2014.0,3.0,SEA,DEN,26,20,Sun,4:25
2014092113,2014.0,3.0,CAR,PIT,19,37,Sun,8:30
2014092200,2014.0,3.0,NYJ,CHI,19,27,Mon,8:30
2014092500,2014.0,4.0,WAS,NYG,14,45,Thu,8:25
2014092801,2014.0,4.0,CHI,GB,17,38,Sun,1:00
2014092802,2014.0,4.0,HOU,BUF,23,17,Sun,1:00
2014092803,2014.0,4.0,IND,TEN,41,17,Sun,1:00
2014092800,2014.0,4.0,BAL,CAR,38,10,Sun,1:00
2014092805,2014.0,4.0,NYJ,DET,17,24,Sun,1:00
2014092806,2014.0,4.0,OAK,MIA,14,38,Sun,1:00
2014092807,2014.0,4.0,PIT,TB,24,27,Sun,1:00
2014092808,2014.0,4.0,SD,JAC,33,14,Sun,4:05
2014092804,2014.0,4.0,MIN,ATL,41,28,Sun,4:25
2014092809,2014.0,4.0,SF,PHI,26,21,Sun,4:25
2014092810,2014.0,4.0,DAL,NO,38,17,Sun,8:30
2014092900,2014.0,4.0,KC,NE,41,14,Mon,8:30
