eid,season,week,Home,Away,HomeScore,AwayScore,Day,Time
2016120406,2016.0,13.0,NE,LA,26,10,Sun,1:00
2016120407,2016.0,13.0,NO,DET,13,28,Sun,1:00
2016120408,2016.0,13.0,OAK,BUF,38,24,Sun,4:05
2016120409,2016.0,13.0,ARI,WAS,31,23,Sun,4:25
2016120410,2016.0,13.0,PIT,NYG,24,14,Sun,4:25
2016120411,2016.0,13.0,SD,TB,21,28,Sun,4:25
2016120412,2016.0,13.0,SEA,CAR,40,7,Sun,8:30
2016120500,2016.0,13.0,NYJ,IND,10,41,Mon,8:30
2016120800,2016.0,14.0,KC,OAK,21,13,Thu,8:25
2016121100,2016.0,14.0,BUF,PIT,20,27,Sun,1:00
2016121101,2016.0,14.0,CAR,SD,28,16,Sun,1:00
2016121102,2016.0,14.0,CLE,CIN,10,23,Sun,1:00
2016121103,2016.0,14.0,DET,CHI,20,17,Sun,1:00
2016121104,2016.0,14.0,IND,HOU,17,22,Sun,1:00
2016121105,2016.0,14.0,JAX,MIN,16,25,Sun,1:00
2016121106,2016.0,14.0,MIA,ARI,26,23,Sun,1:00
2016121107,2016.0,14.0,PHI,WAS,22,27,Sun,1:00
2016121109,2016.0,14.0,TEN,DEN,13,10,Sun,1:00
2016121110,2016.0,14.0,SF,NYJ,17,23,Sun,4:05
2016121108,2016.0,14.0,TB,NO,16,11,Sun,4:25
2016121111,2016.0,14.0,GB,SEA,38,10,Sun,4:25
2016121112,2016.0,14.0,LA,ATL,14,42,Sun,4:25
2016121113,2016.0,14.0,NYG,DAL,10,7,Sun,8:30
2016121200,2016.0,14.0,NE,BAL,30,23,Mon,8:30
2016121500,2016.0,15.0,SEA,LA,24,3,Thu,8:25
2016121700,2016.0,15.0,NYJ,MIA,13,34,Sat,8:25
2016121802,2016.0,15.0,CHI,GB,27,30,Sun,1:00
2016121804,2016.0,15.0,HOU,JAX,21,20,Sun,1:00
2016121801,2016.0,15.0,BUF,CLE,33,13,Sun,1:00
2016121800,2016.0,15.0,BAL,PHI,27,26,Sun,1:00
2016121805,2016.0,15.0,KC,TEN,17,19,Sun,1:00
2016121806,2016.0,15.0,MIN,IND,6,34,Sun,1:00
2016121807,2016.0,15.0,NYG,DET,17,6,Sun,1:00
2016121812,2016.0,15.0,CIN,PIT,20,24,Sun,1:00
2016121808,2016.0,15.0,ARI,NO,41,48,Sun,4:05
2016121809,2016.0,15.0,ATL,SF,41,13,Sun,4:05
2016121810,2016.0,15.0,DEN,NE,3,16,Sun,4:25
2016121811,2016.0,15.0,SD,OAK,16,19,Sun,4:25
2016121803,2016.0,15.0,DAL,TB,26,20,Sun,8:30
2016121900,2016.0,15.0,WAS,CAR,15,26,Mon,8:30
2016122200,2016.0,16.0,PHI,NYG,24,19,Thu,8:25
2016122400,2016.0,16.0,BUF,MIA,31,34,Sat,1:00
2016122401,2016.0,16.0,CAR,ATL,16,33,Sat,1:00
2016122402,2016.0,16.0,CHI,WAS,21,41,Sat,1:00
2016122403,2016.0,16.0,CLE,SD,20,17,Sat,1:00
2016122404,2016.0,16.0,GB,MIN,38,25,Sat,1:00
2016122405,2016.0,16.0,JAX,TEN,38,17,Sat,1:00
2016122406,2016.0,16.0,NE,NYJ,41,3,Sat,1:00
2016122408,2016.0,16.0,OAK,IND,33,25,Sat,4:05
2016122410,2016.0,16.0,SEA,ARI,31,34,Sat,4:25
2016122407,2016.0,16.0,NO,TB,31,24,Sat,4:25
2016122409,2016.0,16.0,LA,SF,21,22,Sat,4:25
2016122411,2016.0,16.0,HOU,CIN,12,10,Sat,8:25
2016122500,2016.0,16.0,PIT,BAL,31,27,Sun,4:30
2016122501,2016.0,16.0,KC,DEN,33,10,Sun,8:30
2016122600,2016.0,16.0,DAL,DET,42,21,Mon,8:30
2017010103,2016.0,17.0,IND,JAX,24,20,Sun,1:00
2017010104,2016.0,17.0,MIA,NE,14,35,Sun,1:00
2017010105,2016.0,17.0,MIN,CHI,38,10,Sun,1:00
2017010106,2016.0,17.0,NYJ,BUF,30,10,Sun,1:00
2017010107,2016.0,17.0,PHI,DAL,27,13,Sun,1:00
2017010108,2016.0,17.0,PIT,CLE,27,24,Sun,1:00
2017010109,2016.0,17.0,TB,CAR,17,16,Sun,1:00
2017010110,2016.0,17.0,TEN,HOU,24,17,Sun,1:00
2017010101,2016.0,17.0,CIN,BAL,27,10,Sun,1:00
2017010100,2016.0,17.0,ATL,NO,38,32,Sun,4:25
2017010115,2016.0,17.0,SF,SEA,23,25,Sun,4:25
2017010111,2016.0,17.0,WAS,NYG,10,19,Sun,4:25
2017010112,2016.0,17.0,DEN,OAK,24,6,Sun,4:25
2017010113,2016.0,17.0,LA,ARI,6,44,Sun,4:25
2017010114,2016.0,17.0,SD,KC,27,37,Sun,4:25
2017010102,2016.0,17.0,DET,GB,24,31,Sun,8:30
2017010700,2016.0,18.0,HOU,OAK,27,14,Sat,4:35
2017010701,2016.0,18.0,SEA,DET,26,6,Sat,8:15
2017010800,2016.0,18.0,PIT,MIA,30,12,Sun,1:05
2017010801,2016.0,18.0,GB,NYG,38,13,Sun,4:40
2017011400,2016.0,19.0,ATL,SEA,36,20,Sat,4:35
2017011401,2016.0,19.0,NE,HOU,34,16,Sat,8:15
2017011501,2016.0,19.0,DAL,GB,31,34,Sun,4:40
2017011500,2016.0,19.0,KC,PIT,16,18,Sun,8:20
2017012200,2016.0,20.0,ATL,GB,44,21,Sun,3:05
2017012201,2016.0,20.0,NE,PIT,36,17,Sun,6:40
2017020500,2016.0,22.0,ATL,NE,28,34,Sun,6:30
2017090700,2017.0,1.0,NE,KC,27,42,Thu,8:30
2017091000,2017.0,1.0,BUF,NYJ,21,12,Sun,1:00
2017091001,2017.0,1.0,CHI,ATL,17,23,Sun,1:00
2017091002,2017.0,1.0,CIN,BAL,0,20,Sun,1:00
2017091003,2017.0,1.0,CLE,PIT,18,21,Sun,1:00
2017091004,2017.0,1.0,DET,ARI,35,23,Sun,1:00
2017091005,2017.0,1.0,HOU,JAX,7,29,Sun,1:00
2017091007,2017.0,1.0,TEN,OAK,16,26,Sun,1:00
2017091008,2017.0,1.0,WAS,PHI,17,30,Sun,1:00
2017091009,2017.0,1.0,LA,IND,46,9,Sun,4:05
2017091010,2017.0,1.0,GB,SEA,17,9,Sun,4:25
2017091011,2017.0,1.0,SF,CAR,3,23,Sun,4:25
2017091012,2017.0,1.0,DAL,NYG,19,3,Sun,8:30
2017091100,2017.0,1.0,MIN,NO,29,19,Mon,7:10
2017091101,2017.0,1.0,DEN,LAC,24,21,Mon,10:20
2017091400,2017.0,2.0,CIN,HOU,9,13,Thu,8:25
2017091700,2017.0,2.0,BAL,CLE,24,10,Sun,1:00
2017091701,2017.0,2.0,CAR,BUF,9,3,Sun,1:00
2017091702,2017.0,2.0,IND,ARI,13,16,Sun,1:00
2017091703,2017.0,2.0,JAX,TEN,16,37,Sun,1:00
2017091704,2017.0,2.0,KC,PHI,27,20,Sun,1:00
2017091705,2017.0,2.0,NO,NE,20,36,Sun,1:00
2017091706,2017.0,2.0,PIT,MIN,26,9,Sun,1:00
2017091707,2017.0,2.0,TB,CHI,29,7,Sun,1:00
2017091708,2017.0,2.0,LAC,MIA,17,19,Sun,4:05
2017091709,2017.0,2.0,OAK,NYJ,45,20,Sun,4:05
2017091710,2017.0,2.0,DEN,DAL,42,17,Sun,4:25
2017091711,2017.0,2.0,LA,WAS,20,27,Sun,4:25
2017091712,2017.0,2.0,SEA,SF,12,9,Sun,4:25
2017091713,2017.0,2.0,ATL,GB,34,23,Sun,8:30
2017091800,2017.0,2.0,NYG,DET,10,24,Mon,8:30
2017092100,2017.0,3.0,SF,LA,39,41,Thu,8:25
2017092400,2017.0,3.0,JAX,BAL,44,7,Sun,9:30
2017092401,2017.0,3.0,BUF,DEN,26,16,Sun,1:00
2017092402,2017.0,3.0,CAR,NO,13,34,Sun,1:00
2017092403,2017.0,3.0,CHI,PIT,23,17,Sun,1:00
2017092404,2017.0,3.0,DET,ATL,26,30,Sun,1:00
2017092405,2017.0,3.0,IND,CLE,31,28,Sun,1:00
2017092406,2017.0,3.0,MIN,TB,34,17,Sun,1:00
2017092407,2017.0,3.0,NE,HOU,36,33,Sun,1:00
2017092408,2017.0,3.0,NYJ,MIA,20,6,Sun,1:00
2017092409,2017.0,3.0,PHI,NYG,27,24,Sun,1:00
2017092410,2017.0,3.0,TEN,SEA,33,27,Sun,4:05
2017092411,2017.0,3.0,GB,CIN,27,24,Sun,4:25
2017092412,2017.0,3.0,LAC,KC,10,24,Sun,4:25
2017092413,2017.0,3.0,WAS,OAK,27,10,Sun,8:30
2017092500,2017.0,3.0,ARI,DAL,17,28,Mon,8:30
2017092800,2017.0,4.0,GB,CHI,35,14,Thu,8:25
2017100100,2017.0,4.0,MIA,NO,0,20,Sun,9:30
2017100101,2017.0,4.0,ATL,BUF,17,23,Sun,1:00
2017100102,2017.0,4.0,BAL,PIT,9,26,Sun,1:00
2017100103,2017.0,4.0,CLE,CIN,7,31,Sun,1:00
2017100104,2017.0,4.0,DAL,LA,30,35,Sun,1:00
2017100105,2017.0,4.0,HOU,TEN,57,14,Sun,1:00
2017100106,2017.0,4.0,MIN,DET,7,14,Sun,1:00
2017100107,2017.0,4.0,NE,CAR,30,33,Sun,1:00
2017100108,2017.0,4.0,NYJ,JAX,23,20,Sun,1:00
2017100109,2017.0,4.0,ARI,SF,18,15,Sun,4:05
2017100110,2017.0,4.0,LAC,PHI,24,26,Sun,4:05
2017100111,2017.0,4.0,TB,NYG,25,23,Sun,4:05
2017100112,2017.0,4.0,DEN,OAK,16,10,Sun,4:25
2017100113,2017.0,4.0,SEA,IND,46,18,Sun,8:30
2017100200,2017.0,4.0,KC,WAS,29,20,Mon,8:30
2017100500,2017.0,5.0,TB,NE,14,19,Thu,8:25
2017100801,2017.0,5.0,CLE,NYJ,14,17,Sun,1:00
2017100802,2017.0,5.0,DET,CAR,24,27,Sun,1:00
2017100803,2017.0,5.0,IND,SF,26,23,Sun,1:00
2017100804,2017.0,5.0,MIA,TEN,16,10,Sun,1:00
2017100800,2017.0,5.0,CIN,BUF,20,16,Sun,1:00
2017100805,2017.0,5.0,NYG,LAC,22,27,Sun,1:00
2017100806,2017.0,5.0,PHI,ARI,34,7,Sun,1:00
2017100807,2017.0,5.0,PIT,JAX,9,30,Sun,1:00
2017100808,2017.0,5.0,LA,SEA,10,16,Sun,4:05
2017100809,2017.0,5.0,OAK,BAL,17,30,Sun,4:05
2017100810,2017.0,5.0,DAL,GB,31,35,Sun,4:25
2017100811,2017.0,5.0,HOU,KC,34,42,Sun,8:30
2017100900,2017.0,5.0,CHI,MIN,17,20,Mon,8:30
2017101200,2017.0,6.0,CAR,PHI,23,28,Thu,8:25
2017101501,2017.0,6.0,BAL,CHI,24,27,Sun,1:00
2017101502,2017.0,6.0,HOU,CLE,33,17,Sun,1:00
2017101503,2017.0,6.0,MIN,GB,23,10,Sun,1:00
2017101504,2017.0,6.0,NO,DET,52,38,Sun,1:00
2017101500,2017.0,6.0,ATL,MIA,17,20,Sun,1:00
2017101505,2017.0,6.0,NYJ,NE,17,24,Sun,1:00
2017101506,2017.0,6.0,WAS,SF,26,24,Sun,1:00
2017101507,2017.0,6.0,ARI,TB,38,33,Sun,4:05
2017101508,2017.0,6.0,JAX,LA,17,27,Sun,4:05
2017101509,2017.0,6.0,KC,PIT,13,19,Sun,4:25
2017101510,2017.0,6.0,OAK,LAC,16,17,Sun,4:25
2017101511,2017.0,6.0,DEN,NYG,10,23,Sun,8:30
2017101600,2017.0,6.0,TEN,IND,36,22,Mon,8:30
2017101900,2017.0,7.0,OAK,KC,31,30,Thu,8:25
2017102200,2017.0,7.0,BUF,TB,30,27,Sun,1:00
2017102201,2017.0,7.0,CHI,CAR,17,3,Sun,1:00
2017102202,2017.0,7.0,CLE,TEN,9,12,Sun,1:00
2017102203,2017.0,7.0,GB,NO,17,26,Sun,1:00
2017102204,2017.0,7.0,IND,JAX,0,27,Sun,1:00
2017102205,2017.0,7.0,LA,ARI,33,0,Sun,1:00
2017102206,2017.0,7.0,MIA,NYJ,31,28,Sun,1:00
2017102207,2017.0,7.0,MIN,BAL,24,16,Sun,1:00
2017102209,2017.0,7.0,SF,DAL,10,40,Sun,4:05
2017102208,2017.0,7.0,PIT,CIN,29,14,Sun,4:25
2017102210,2017.0,7.0,LAC,DEN,21,0,Sun,4:25
2017102211,2017.0,7.0,NYG,SEA,7,24,Sun,4:25
2017102212,2017.0,7.0,NE,ATL,23,7,Sun,8:30
2017102300,2017.0,7.0,PHI,WAS,34,24,Mon,8:30
2017102600,2017.0,8.0,BAL,MIA,40,0,Thu,8:25
2017102900,2017.0,8.0,CLE,MIN,16,33,Sun,9:30
2017102901,2017.0,8.0,BUF,OAK,34,14,Sun,1:00
2017102902,2017.0,8.0,CIN,IND,24,23,Sun,1:00
2017102903,2017.0,8.0,NE,LAC,21,13,Sun,1:00
2017102904,2017.0,8.0,NO,CHI,20,12,Sun,1:00
2017102905,2017.0,8.0,NYJ,ATL,20,25,Sun,1:00
2017102906,2017.0,8.0,PHI,SF,33,10,Sun,1:00
2017102907,2017.0,8.0,TB,CAR,3,17,Sun,1:00
2017102908,2017.0,8.0,SEA,HOU,41,38,Sun,4:05
2017102909,2017.0,8.0,WAS,DAL,19,33,Sun,4:25
2017102910,2017.0,8.0,DET,PIT,15,20,Sun,8:30
2017103000,2017.0,8.0,KC,DEN,29,19,Mon,8:30
2017110200,2017.0,9.0,NYJ,BUF,34,21,Thu,8:25
2017110501,2017.0,9.0,HOU,IND,14,20,Sun,1:00
2017110502,2017.0,9.0,JAX,CIN,23,7,Sun,1:00
2017110503,2017.0,9.0,NO,TB,30,10,Sun,1:00
2017110504,2017.0,9.0,NYG,LA,17,51,Sun,1:00
2017110500,2017.0,9.0,CAR,ATL,20,17,Sun,1:00
2017110505,2017.0,9.0,PHI,DEN,51,23,Sun,1:00
2017110506,2017.0,9.0,TEN,BAL,23,20,Sun,1:00
2017110507,2017.0,9.0,SF,ARI,10,20,Sun,4:05
2017110508,2017.0,9.0,SEA,WAS,14,17,Sun,4:05
2017110509,2017.0,9.0,DAL,KC,28,17,Sun,4:25
2017110510,2017.0,9.0,MIA,OAK,24,27,Sun,8:30
2017110600,2017.0,9.0,GB,DET,17,30,Mon,8:30
2017110900,2017.0,10.0,ARI,SEA,16,22,Thu,8:25
2017111201,2017.0,10.0,CHI,GB,16,23,Sun,1:00
2017111202,2017.0,10.0,DET,CLE,38,24,Sun,1:00
2017111203,2017.0,10.0,IND,PIT,17,20,Sun,1:00
2017111204,2017.0,10.0,JAX,LAC,20,17,Sun,1:00
2017111200,2017.0,10.0,BUF,NO,10,47,Sun,1:00
2017111205,2017.0,10.0,TB,NYJ,15,10,Sun,1:00
2017111206,2017.0,10.0,TEN,CIN,24,20,Sun,1:00
2017111207,2017.0,10.0,WAS,MIN,30,38,Sun,1:00
2017111208,2017.0,10.0,LA,HOU,33,7,Sun,4:05
2017111209,2017.0,10.0,ATL,DAL,27,7,Sun,4:25
2017111210,2017.0,10.0,SF,NYG,31,21,Sun,4:25
2017111211,2017.0,10.0,DEN,NE,16,41,Sun,8:30
2017111300,2017.0,10.0,CAR,MIA,45,21,Mon,8:30
2017111600,2017.0,11.0,PIT,TEN,,,Thu,8:25
2017111900,2017.0,11.0,CHI,DET,,,Sun,1:00
2017111901,2017.0,11.0,CLE,JAX,,,Sun,1:00
2017111902,2017.0,11.0,GB,BAL,,,Sun,1:00
2017111903,2017.0,11.0,HOU,ARI,,,Sun,1:00
2017111911,2017.0,11.0,MIA,TB,,,Sun,1:00
2017111904,2017.0,11.0,MIN,LA,,,Sun,1:00
2017111905,2017.0,11.0,NO,WAS,,,Sun,1:00
2017111906,2017.0,11.0,NYG,KC,,,Sun,1:00
2017111907,2017.0,11.0,LAC,BUF,,,Sun,4:05
2017111908,2017.0,11.0,DEN,CIN,,,Sun,4:25
2017111909,2017.0,11.0,OAK,NE,,,Sun,4:25
2017111910,2017.0,11.0,DAL,PHI,,,Sun,8:30
2017112000,2017.0,11.0,SEA,ATL,,,Mon,8:30
2017112300,2017.0,12.0,DET,MIN,,,Thu,12:30
2017112301,2017.0,12.0,DAL,LAC,,,Thu,4:30
2017112302,2017.0,12.0,WAS,NYG,,,Thu,8:30
2017112603,2017.0,12.0,KC,BUF,,,Sun,1:00
2017112602,2017.0,12.0,IND,TEN,,,Sun,1:00
2017112601,2017.0,12.0,CIN,CLE,,,Sun,1:00
2017112600,2017.0,12.0,ATL,TB,,,Sun,1:00
2017112604,2017.0,12.0,NE,MIA,,,Sun,1:00
2017112605,2017.0,12.0,NYJ,CAR,,,Sun,1:00
2017112606,2017.0,12.0,PHI,CHI,,,Sun,1:00
2017112608,2017.0,12.0,SF,SEA,,,Sun,4:05
2017112607,2017.0,12.0,LA,NO,,,Sun,4:25
2017112609,2017.0,12.0,ARI,JAX,,,Sun,4:25
2017112610,2017.0,12.0,OAK,DEN,,,Sun,4:25
2017112611,2017.0,12.0,PIT,GB,,,Sun,8:30
2017112700,2017.0,12.0,BAL,HOU,,,Mon,8:30
2017113000,2017.0,13.0,DAL,WAS,,,Thu,8:25
2017120300,2017.0,13.0,ATL,MIN,,,Sun,1:00
2017120301,2017.0,13.0,BAL,DET,,,Sun,1:00
2017120302,2017.0,13.0,BUF,NE,,,Sun,1:00
2017120303,2017.0,13.0,CHI,SF,,,Sun,1:00
2017120304,2017.0,13.0,GB,TB,,,Sun,1:00
2017120305,2017.0,13.0,JAX,IND,,,Sun,1:00
2017120306,2017.0,13.0,MIA,DEN,,,Sun,1:00
2017120308,2017.0,13.0,NYJ,KC,,,Sun,1:00
2017120309,2017.0,13.0,TEN,HOU,,,Sun,1:00
2017120310,2017.0,13.0,LAC,CLE,,,Sun,4:05
2017120307,2017.0,13.0,NO,CAR,,,Sun,4:25
2017120311,2017.0,13.0,ARI,LA,,,Sun,4:25
2017120312,2017.0,13.0,OAK,NYG,,,Sun,4:25
2017120313,2017.0,13.0,SEA,PHI,,,Sun,8:30
2017120400,2017.0,13.0,CIN,PIT,,,Mon,8:30
2017120700,2017.0,14.0,ATL,NO,,,Thu,8:25
2017121000,2017.0,14.0,BUF,IND,,,Sun,1:00
2017121001,2017.0,14.0,CAR,MIN,,,Sun,1:00
2017121002,2017.0,14.0,CIN,CHI,,,Sun,1:00
2017121003,2017.0,14.0,CLE,GB,,,Sun,1:00
2017121004,2017.0,14.0,HOU,SF,,,Sun,1:00
2017121005,2017.0,14.0,JAX,SEA,,,Sun,1:00
2017121006,2017.0,14.0,KC,OAK,,,Sun,1:00
2017121007,2017.0,14.0,TB,DET,,,Sun,1:00
2017121008,2017.0,14.0,ARI,TEN,,,Sun,4:05
2017121009,2017.0,14.0,DEN,NYJ,,,Sun,4:05
2017121010,2017.0,14.0,LAC,WAS,,,Sun,4:05
2017121011,2017.0,14.0,LA,PHI,,,Sun,4:25
2017121012,2017.0,14.0,NYG,DAL,,,Sun,4:25
2017121013,2017.0,14.0,PIT,BAL,,,Sun,8:30
2017121100,2017.0,14.0,MIA,NE,,,Mon,8:30
2017121400,2017.0,15.0,IND,DEN,,,Thu,8:25
2017121600,2017.0,15.0,DET,CHI,,,Sat,4:30
2017121601,2017.0,15.0,KC,LAC,,,Sat,8:25
2017121703,2017.0,15.0,JAX,HOU,,,Sun,1:00
2017121702,2017.0,15.0,CLE,BAL,,,Sun,1:00
2017121701,2017.0,15.0,CAR,GB,,,Sun,1:00
2017121700,2017.0,15.0,BUF,MIA,,,Sun,1:00
2017121704,2017.0,15.0,MIN,CIN,,,Sun,1:00
2017121705,2017.0,15.0,NO,NYJ,,,Sun,1:00
2017121706,2017.0,15.0,NYG,PHI,,,Sun,1:00
2017121707,2017.0,15.0,WAS,ARI,,,Sun,1:00
2017121708,2017.0,15.0,SEA,LA,,,Sun,4:05
2017121709,2017.0,15.0,PIT,NE,,,Sun,4:25
2017121710,2017.0,15.0,SF,TEN,,,Sun,4:25
2017121711,2017.0,15.0,OAK,DAL,,,Sun,8:30
2017121800,2017.0,15.0,TB,ATL,,,Mon,8:30
2017122300,2017.0,16.0,BAL,IND,,,Sat,4:30
2017122301,2017.0,16.0,GB,MIN,,,Sat,8:30
2017122402,2017.0,16.0,CIN,DET,,,Sun,1:00
2017122403,2017.0,16.0,KC,MIA,,,Sun,1:00
2017122404,2017.0,16.0,NE,BUF,,,Sun,1:00
2017122401,2017.0,16.0,CHI,CLE,,,Sun,1:00
2017122400,2017.0,16.0,CAR,TB,,,Sun,1:00
2017122405,2017.0,16.0,NO,ATL,,,Sun,1:00
2017122406,2017.0,16.0,NYJ,LAC,,,Sun,1:00
2017122407,2017.0,16.0,TEN,LA,,,Sun,1:00
2017122408,2017.0,16.0,WAS,DEN,,,Sun,1:00
2017122409,2017.0,16.0,SF,JAX,,,Sun,4:05
2017122411,2017.0,16.0,DAL,SEA,,,Sun,4:25
2017122410,2017.0,16.0,ARI,NYG,,,Sun,4:25
2017122500,2017.0,16.0,HOU,PIT,,,Mon,4:30
2017122501,2017.0,16.0,PHI,OAK,,,Mon,8:30
2017123100,2017.0,17.0,ATL,CAR,,,Sun,1:00
2017123102,2017.0,17.0,DET,GB,,,Sun,1:00
2017123103,2017.0,17.0,IND,HOU,,,Sun,1:00
2017123104,2017.0,17.0,MIA,BUF,,,Sun,1:00
2017123105,2017.0,17.0,MIN,CHI,,,Sun,1:00
2017123106,2017.0,17.0,NE,NYJ,,,Sun,1:00
2017123107,2017.0,17.0,NYG,WAS,,,Sun,1:00
2017123108,2017.0,17.0,PHI,DAL,,,Sun,1:00
2017123109,2017.0,17.0,PIT,CLE,,,Sun,1:00
2017123110,2017.0,17.0,TB,NO,,,Sun,1:00
2017123111,2017.0,17.0,TEN,JAX,,,Sun,1:00
2017123101,2017.0,17.0,BAL,CIN,,,Sun,1:00
2017123115,2017.0,17.0,SEA,ARI,,,Sun,4:25
2017123112,2017.0,17.0,DEN,KC,,,Sun,4:25
2017123113,2017.0,17.0,LAC,OAK,,,Sun,4:25
2017123114,2017.0,17.0,LA,SF,,,Sun,4:25
